,turker,additionalThoughts,considr_othrExp,disappoint_othr,fairness,be_friend,generalExpermnt,generalStrategy,generalWilson,greedy,inv10x2exp,inv10x2ret,inv10x4exp,inv10x4ret,inv10x6exp,inv10x6ret,inv1x2exp,inv1x2ret,inv1x4exp,inv1x4ret,inv1x6exp,inv1x6ret,inv5x2exp,inv5x2ret,inv5x4exp,inv5x4ret,inv5x6exp,inv5x6ret,know_p2,liking,like_mostOthrs,self_dependable,self_disappoint_othr,self_fairness,self_greedy,self_trustwrthy,similarity,trust,turk_gender,turk_race,turker_age,wouldInvestInputId,p2,p3,p2_strat,mean_error
244,A37XJVQF62ZYC:3P4RDNWND60EMDUTIA1E7PXADQHJIT,I have done a similar task before - I thought there may have been a malfunction because Wilson never gave any money back. The task was not very interesting (although it was very easy) for this reason.,1.0,100.0,1.0,1.0,It became very easy when I realized that he would never give any money back.,I realized after three or four rounds that he was not going to give back anything to anybody.,He is deceitful and selfish.,100.0,20.0,15.0,20.0,20.0,20.0,20,2.0,1.0,2.0,2.0,2.0,4.0,10.0,10,10.0,10.0,10.0,10,69.0,1.0,8.0,92.0,,98.0,,92.0,1.0,1.0,male,White,54.0,0.0,91.0,288.0,GR,1.6666666666666667
245,A3866W0JYJGPA3:3R3YRB5GRGX8UBMPILDFXTI2GEEAUB,"No, thank you.",39.0,100.0,1.0,1.0,"I was very engaged in this task, It was easy to predict his behavier. I didnt like that i figured it out so quickly and it was so repetitive. ",Paying attention at first to what he gave back and then realizing he only doubled the money in all cases. ,He is not trustworthy.,100.0,40.0,20.0,40.0,40.0,40.0,60,4.0,2.0,4.0,4.0,4.0,6.0,20.0,10,20.0,20.0,20.0,30,1.0,1.0,50.0,100.0,,100.0,,100.0,1.0,1.0,female,White,26.0,0.0,56.0,289.0,GA,1.111111111111111
246,A38DHLB88V8DL8:3QILPRALQ6PHGX91OMHFN7KDKFP8NP,It was fun.,13.0,88.0,7.0,23.0,I thought it was fun to try and predict.  I was very engaged.,trying to figure out how much he would give but knowing he wouldn't give too much,he is greedy,96.0,40.0,20.0,40.0,40.0,40.0,40,4.0,2.0,4.0,4.0,4.0,4.0,20.0,10,20.0,20.0,20.0,20,46.0,12.0,10.0,87.0,,87.0,,85.0,1.0,1.0,female,White,44.0,1.0,65.0,290.0,MO,7.817634363686995
247,A38LEVBZ3P5F6T:3GGAI1SQEWSDAIEETXIKCERW45ECMQ,Thanks for the fun and interesting HIT!,65.0,86.0,29.0,1.0,"I was fully engaged and it was a lot more difficult than I expected. I liked trying to predict his behavior, it was fun. Sometimes Wilson's number choice would be odd but it's some equation that I didn't figure out.","If the money was 2x, he would give back nothing. I basically thought about how much Wilson would screw the other person over. ","A greedy, unlikable person. ",100.0,40.0,18.0,40.0,35.0,40.0,40,4.0,3.0,4.0,3.0,4.0,4.0,20.0,8,20.0,18.0,20.0,20,62.0,1.0,1.0,71.0,,61.0,,70.0,1.0,1.0,male,White,30.0,0.0,92.0,291.0,MO,14.315186113431727
248,A3908297ZI3LES:3EO896NRAXP4VRA4CM0ILWZJO8ETJ3,thanx,39.0,66.0,38.0,15.0,"he always kept it all, kinda tedious ",he always kept it all,greedy,67.0,10.0,10.0,10.0,20.0,10.0,20,1.0,1.0,1.0,1.0,1.0,2.0,5.0,5,5.0,10.0,5.0,10,66.0,25.0,38.0,68.0,,56.0,,56.0,39.0,10.0,female,White,56.0,0.0,83.0,292.0,GR,1.9005847953216375
249,A3963FCT1PKKOH:3N4BPTXIO9ME6OVBUCQ4R7LYM41KUM,no,6.0,86.0,60.0,4.0,it was not hard ,percentage of profit ,he sucks ,92.0,12.0,15.0,20.0,25.0,20.0,30,2.0,1.0,2.0,0.0,3.0,0.0,5.0,8,10.0,15.0,10.0,15,6.0,15.0,1.0,22.0,,23.0,,28.0,3.0,3.0,male,White,22.0,10.0,54.0,293.0,MO,16.076591942820013
250,A397HP5TSIF2LO:3TMFV4NEP9873RIFGN82JQX4C2W8W4,"Originally, the thought of 56 trials seemed a bit daunting but it went by quickly.",52.0,82.0,27.0,38.0,"I really enjoyed this. At first, I was obsessed with finding a pattern (more to males, less to females, etc.) but I never really found something useful in predicting.  Ultimately I guessed the returned amount to be 50% if the total amount was less than $20 or so, it also seemed like the percentage returned would go down as the total amount went up.  I liked when I was able to guess correctly, and disliked it when I was off by more than $2 or so.  I thought it was odd that I couldn't find a concrete pattern, but perhaps that's simply because I'm not too bright!  ","I think that in general, he would return about 50% of the total if it was a smaller amount, and less if it was a larger amount. I don't know if the amount that they were expecting had much to do with the amount that they were given.  ","I certainly wouldn't trust him, he seemed quite greedy to me.",91.0,40.0,14.0,40.0,30.0,40.0,40,4.0,1.0,4.0,2.0,4.0,4.0,20.0,5,20.0,14.0,20.0,20,67.0,43.0,64.0,98.0,,76.0,,88.0,61.0,9.0,male,White,55.0,2.0,93.0,294.0,GA,12.906107862248216
251,A39DNHD26OMN4Q:31N2WW6R9SKJR8QEEH36OL3T0ZR3FT,no,1.0,100.0,1.0,1.0,It was easy to predict Wilsons behavior. What was weird was when he actually gave something back.,I saw that he was taking everything the first few times and based my guesses on that.,He sucks as a person.,100.0,40.0,20.0,40.0,20.0,40.0,30,4.0,2.0,4.0,2.0,4.0,3.0,20.0,10,20.0,10.0,20.0,15,27.0,9.0,85.0,92.0,,83.0,,94.0,63.0,2.0,male,White,24.0,0.0,52.0,295.0,GR,5.236238745010675
252,A39GADIK8RLMVC:31T4R4OBOTAUPF7RPRGVTWU69UZC7N,No further comments,57.0,65.0,73.0,69.0,It was quite easy,He gave about a third back,"Average person, acting like many would",60.0,15.0,15.0,20.0,20.0,30.0,30,2.0,2.0,2.0,2.0,3.0,3.0,10.0,10,10.0,10.0,10.0,10,66.0,44.0,55.0,71.0,,63.0,,62.0,75.0,63.0,male,White,35.0,7.0,47.0,296.0,IA,10.592395340202357
253,A39Q4SNT7SRK94:39PAAFCODNUDMMAYTBE1OKADJEHTVM,No,100.0,40.0,86.0,72.0,I was engaged.,His previous decision.,He's fair.,43.0,20.0,20.0,40.0,40.0,60.0,60,2.0,2.0,4.0,4.0,6.0,6.0,10.0,10,20.0,20.0,30.0,30,81.0,49.0,70.0,100.0,,100.0,,100.0,69.0,71.0,male,asian_asn_amer,28.0,2.0,32.0,297.0,MO,26.50196092082057
254,A39ROW50DWRRKT:3A7Y0R2P2PIBC8JOHW1FAZKP2FWXJ7,"Nothing, thanks again",74.0,20.0,10.0,23.0,"Very, I was trying in a hard way to guess his behavior pattern. It was unique, fun and interesting I liked it a lot from the typical surveys",Trying to guess what percentage he handed out and using previous experiment.  I got close but was always a few short.  His lower amounts he would typically return nothing.,"Greedy, kept majority of the earnings",95.0,40.0,11.0,15.0,7.0,20.0,11,2.0,0.0,4.0,0.0,4.0,0.0,20.0,3,10.0,2.0,15.0,11,18.0,52.0,34.0,85.0,,100.0,,86.0,19.0,8.0,male,asian_asn_amer,35.0,2.0,6.0,298.0,IA,10.848765432098766
255,A39XIQCFSCNHFU:3HRMW88U17KTGQJYHHP0HDPVWHEM07,,36.0,84.0,14.0,8.0,"I was fully engaged in the task. Wilson's behavior was somewhat predictable, but not an exact pattern. There were times where he would give or take an extra dollar or decide on something completely different. I really enjoyed the task and it all worked well. I would love to do more like this.","How much money the other person did not invest into the bag. Wilson tended to give less of the share when the other person still had money remaining. In general, Wilson would keep around half of the money that generated out of the bag.","Someone who is greedy and gives the lie of quadrupling money so that he can keep more money when it gives more. However, it looks really bad even when the bag generates less that he tries to take as much as he can anyway.",85.0,40.0,10.0,40.0,20.0,40.0,30,4.0,1.0,4.0,2.0,4.0,3.0,20.0,5,20.0,10.0,20.0,15,36.0,22.0,12.0,95.0,,100.0,,76.0,8.0,9.0,male,White,24.0,5.0,75.0,299.0,GA,15.351341316253599
256,A3AD23VEAJS66S:35L9RVQFCPCN4YU3ORN7EF56V9VHUM,This was a lot of fun! :),35.0,78.0,47.0,66.0,It was harder than expected to predict his behavior. There were times when I thought he should have given more.,I kept trying to find a pattern he would do. ,He is a little greedy but who knows... this may be his only source of income ha!,64.0,20.0,15.0,40.0,30.0,40.0,30,2.0,1.5,4.0,2.5,4.0,2.5,10.0,7.50,20.0,15.0,20.0,15,50.0,60.0,88.0,100.0,,100.0,,100.0,27.0,30.0,male,White,32.0,10.0,81.0,300.0,GA,13.26765989046691
257,A3AFC26CB0AXMI:32Q90QCQ1TFXHSYP4CBZNPZVXKGKEJ,no,73.0,36.0,68.0,67.0,very he was a little off what i would do but not dramatically so,the amount they were expecting vs what i got i tried to meet in the middle,he was mostly fair or thereabouts,38.0,40.0,10.0,40.0,20.0,40.0,30,4.0,2.0,4.0,2.0,4.0,3.0,20.0,5,20.0,10.0,20.0,15,70.0,71.0,67.0,91.0,3.0,93.0,1.0,91.0,67.0,67.0,,,,10.0,100.0,301.0,GA,15.406630000928246
258,A3AN9828C2VIDG:3TYCR1GOTDD6CT73LZ1DNZDSDXQZLK,,35.0,73.0,30.0,37.0,the task was interesting and fun but it was difficult to understand Wilson's behavior,I was just trying to guess,I think he is selfish,18.0,40.0,10.0,40.0,20.0,40.0,30,4.0,1.0,4.0,2.0,4.0,2.0,20.0,5,20.0,10.0,20.0,15,20.0,27.0,15.0,92.0,,88.0,,87.0,35.0,38.0,male,White,36.0,5.0,6.0,302.0,IA,16.732804232804234
259,A3ANJRMHMVC97K:3E13VNJ1NOP7RWEPSLV83P1OJ4KI1H,no,10.0,97.0,3.0,1.0,It was a little hard and too long,I assumed he would be greedy. I also considered how the money was multiplied and what the investor expected,He was selfish,98.0,40.0,12.0,40.0,20.0,40.0,22,4.0,1.0,4.0,2.0,4.0,3.0,20.0,6,20.0,10.0,20.0,12,42.0,1.0,47.0,74.0,,89.0,,80.0,17.0,1.0,female,White,27.0,0.0,41.0,303.0,MO,9.34378771001578
260,A3BFMY5OX2WMUW:3SB4CE2TJWP0BFGKNQO2H0H6AWVAX3,Thank you!,79.0,31.0,77.0,81.0,"I was very engaged, it wasn't hard to predict, I liked that it was quick and easy, nothing odd",I observed how he paid out others,He's fair,31.0,40.0,20.0,40.0,20.0,40.0,20,4.0,2.0,4.0,2.0,4.0,2.0,20.0,10,20.0,10.0,20.0,10,78.0,77.0,79.0,80.0,,80.0,,80.0,82.0,84.0,male,White,26.0,10.0,56.0,304.0,GA,1.9883040935672514
261,A3C70KUK27HI3Y:3A0EX8ZRN9IUUUBMY0A0VP8LURBBYK,VERY NICE,83.0,89.0,80.0,89.0,YES,HE IS TALENT BOY AND VERY CAREFULLY PLAYING THE GAME.,WILSON IS MORE MONEY LOOSE IN GAMES,88.0,0.0,3.0,0.0,4.0,0.0,6,0.0,2.0,0.0,2.0,0.0,6.0,0.0,3,0.0,4.0,0.0,6,84.0,91.0,77.0,63.0,,84.0,,81.0,87.0,61.0,male,White,28.0,8.0,62.0,305.0,GR,8.167989417989418
262,A3CXK1KSRGU27V:38SKSKU7R2RKH3ITLVDRN4A2HJOLI7,,11.0,94.0,12.0,9.0,It was fairly difficult to gauge what exactly he would return on any given prompt. I felt like I was fairly engaged with it and liked that the buttons were extremely responsive which made the experiment feel smooth.,I considered the fact that he seemed to only give back a third or less of the final amount that the bag returned.,My general impression is that he seems pretty greedy and unimpeded by any sense of fairness or honesty.,95.0,20.0,16.0,20.0,32.0,20.0,48,2.0,2.0,2.0,2.0,2.0,4.0,10.0,8,10.0,16.0,10.0,24,5.0,16.0,37.0,64.0,,73.0,,64.0,11.0,10.0,male,White,29.0,3.0,47.0,306.0,IA,11.802016615613105
263,A3D2U4QF7821ZW:38F5OAUN5O6L6NI7BJUW4NRMJG0H7I,no,89.0,26.0,44.0,53.0,Some predictions were hard because they felt random,I tried to assume he was being fair,He is generally fair but comes out ahead,53.0,10.0,10.0,20.0,20.0,30.0,30,1.0,1.0,2.0,2.0,3.0,3.0,5.0,5,10.0,10.0,15.0,15,31.0,56.0,72.0,72.0,5.0,68.0,13.0,83.0,27.0,66.0,,,,10.0,93.0,307.0,GA,19.73591385872088
264,A3E8SXH0BAYG85:32SCWG5HIIYUF42QBMX97ITHD3V6PZ,Thank you,1.0,100.0,1.0,1.0,I was completely engaged. It was hard to recognize some of his behaviors. I could not find one consistent pattern for all of his transactions,I tried to recognize his patterns ,He was kind of unpredictable,87.0,40.0,20.0,40.0,20.0,40.0,40,4.0,1.0,4.0,1.0,4.0,1.0,20.0,5,20.0,0.0,20.0,20,63.0,28.0,25.0,90.0,,81.0,,81.0,63.0,1.0,male,White,45.0,0.0,6.0,308.0,IA,11.70194003527337
265,A3E9A9O3CLMEW:30ZX6P7VF9PABSGRT7GMK9QTPL32J3,No further thoughts. Thanks! ,17.0,35.0,58.0,77.0,I was very engaged. It was hard to predict Wilsons behavior at certain times. There was nothing i disliked about the task. I liked the use of the characters. It made the HIT more fun and engaging to interact with. ,"I took into consideration his choices in previous rounds. He seemed to change his approach occasional, so it became hard to develop a solid strategy.","Wilson was overall generous, but at times he became a little greedy. He would be somewhat greedy for a few rounds, and then would begin to share again. ",33.0,10.0,4.0,20.0,14.0,30.0,25,1.0,0.0,2.0,1.0,3.0,2.0,5.0,3,10.0,7.0,15.0,12,26.0,62.0,75.0,100.0,,67.0,,81.0,50.0,87.0,male,White,40.0,5.0,75.0,309.0,GA,14.04338392276989
266,A3EJ44J2ZNRMDA:3G5W44VEU8CV16UGA71NNSK7D3JKGX,no,22.0,93.0,12.0,37.0,"I was very engaged, yes very hard, I could not see many hard rules except the less than 1o return 0 one. It was easy enough and interesting. I did not find anything odd.","How much money he got back, if it was under 10 he never gave anything, from their I just guessed based on how much he had.",He seems a little greedy.,89.0,10.0,0.0,20.0,0.0,30.0,0,1.0,0.0,2.0,0.0,3.0,0.0,5.0,0,10.0,0.0,15.0,0,74.0,43.0,35.0,100.0,,79.0,,93.0,36.0,16.0,male,White,48.0,1.0,97.0,310.0,IA,11.383667502088555
267,A3EYKYHJBLXUVX:3M68NM076I1FRHI5OE1YCDTWE8W6RE,none,80.0,88.0,73.0,64.0,she is not bad ,she is increes money,good thinking,69.0,4.0,6.0,1.0,5.0,4.0,5,5.0,4.0,1.0,2.0,5.0,2.0,1.0,2,4.0,5.0,5.0,1,73.0,67.0,85.0,87.0,,76.0,,81.0,82.0,74.0,male,White,40.0,7.0,54.0,311.0,MO,31.424858442402304
268,A3F7Q7HJHPGGS9:3IXQG4FA2USFTT3EQOIKW8FUNVI9BD,no,7.0,3.0,1.0,2.0,"very engaged, it was fairly difficult. I like that the odds were fairly good  and that i can get away with keeping the money if i was him. ",he was taking about 75% of the earnings,greedy ass kid,99.0,10.0,5.0,20.0,10.0,30.0,2,1.0,1.0,4.0,2.0,3.0,1.0,5.0,2,15.0,6.0,15.0,2,41.0,50.0,100.0,100.0,,40.0,,37.0,100.0,4.0,female,asian_asn_amer,33.0,10.0,65.0,312.0,MO,11.169822704910423
269,A3FOKP72T5I4FR:3HL8HNGX46V56AFUVQ4GFY6F1JZF95,,1.0,88.0,2.0,8.0,it was semi hard to predict at certain intervals,how much was gotten back,he is greedy,100.0,15.0,10.0,30.0,20.0,50.0,30,2.0,2.0,4.0,4.0,4.0,4.0,8.0,5,15.0,10.0,25.0,14,5.0,16.0,54.0,93.0,,82.0,,77.0,4.0,3.0,female,White,41.0,0.0,92.0,313.0,MO,11.681170518889818
270,A3GEHH49HNJM57:3ND9UOO81LW2IY2YACH6OVJAX6FWL7,,100.0,83.0,34.0,9.0,"I found the task to be very fun, but I had a difficult time trying to predict Wilson's behavior.","I tried to see what the person putting the money in was expecting, then I divided it in half and tried to see whether Wilson would be fair or not.","I felt like sometimes he gave the people half and sometimes more than half when they were expecting it, but only when he made more than the person thought he would.",86.0,40.0,20.0,40.0,20.0,40.0,30,4.0,2.0,4.0,2.0,4.0,4.0,20.0,10,20.0,10.0,20.0,30,1.0,24.0,14.0,100.0,,100.0,,100.0,15.0,22.0,female,White,45.0,4.0,81.0,315.0,GA,18.71298616912652
271,A3GW3MPLVGG7PZ:33IZTU6J82V4BB2E4QAT20BCY2VXSH,NO,2.0,92.0,19.0,7.0,I WAS VERY ENGAGED HE WAS HARD TO PREDICT  I THOUGHT HE WOULD AT LEAST BE FAIR, TRIED TO LEARN HIS PATTERNS,HE IS KINDA SELFISH,94.0,12.0,12.0,20.0,15.0,30.0,15,1.0,1.0,2.0,2.0,3.0,3.0,7.0,7,10.0,10.0,15.0,15,3.0,7.0,84.0,93.0,,93.0,,90.0,24.0,12.0,female,Black,34.0,1.0,81.0,317.0,GA,11.681286549707602
272,A3H6KECCE83132:3VBEN272MLTTPP7OFGAPEEBHRPFSGM,loved this ,78.0,1.0,87.0,93.0,"it wasnt odd, this was fun and unpredictable ","he was so random , i was trying to be fair ",hes not greedy just random,18.0,20.0,0.0,40.0,0.0,60.0,0,2.0,0.0,4.0,0.0,6.0,0.0,10.0,0,20.0,0.0,30.0,0,78.0,76.0,100.0,86.0,12.0,79.0,24.0,90.0,100.0,63.0,,,,5.0,56.0,318.0,GA,23.67759676970204
273,A3HIRLDYDLBYDQ:33LK57MYLUZTG62T58YEZLRN6DESZG,,14.0,80.0,10.0,7.0,I wasn't able to figure out his behavior even though I was engaged. I didn't like Wilson and thought he cheated people who trusted him. I didn't like that I couldn't figure out his behavior.,I couldn't figure out his behavior - every instance seemed haphazard,he's a cheater,89.0,40.0,20.0,40.0,40.0,40.0,60,4.0,2.0,4.0,4.0,4.0,6.0,20.0,10,20.0,20.0,20.0,30,77.0,14.0,70.0,95.0,,93.0,,95.0,50.0,8.0,female,White,56.0,5.0,75.0,319.0,GA,19.320465515640958
274,A3HNEYFOIJWPH1:3TPWUS5F8AV9FU8SXZO7LCTN2C9WCS,Thanks!,37.0,67.0,31.0,38.0,Tried to use some mathematics so was quite invested.,Just predicting his percentage return.,Dick.,71.0,20.0,0.0,40.0,0.0,60.0,0,2.0,0.0,4.0,0.0,6.0,0.0,10.0,0,20.0,0.0,30.0,0,36.0,34.0,29.0,45.0,,46.0,,46.0,39.0,35.0,male,White,35.0,5.0,41.0,320.0,MO,13.324689037408334
275,A3HYLVFUDKJFKC:3D8YOU6S9FE779AMS8W3HOGGMTSU67,cool ty,59.0,35.0,62.0,52.0,"totall engaged, fauirly easy to predict it was pretty gopod all in all and i found nothing odd",the amoutn and the number mutlplied result more,still a decent chap regardless,36.0,20.0,20.0,20.0,20.0,30.0,30,2.0,12.0,2.0,3.0,3.0,3.0,10.0,7,15.0,10.0,15.0,15,65.0,59.0,80.0,93.0,,93.0,,98.0,45.0,41.0,male,White,68.0,10.0,100.0,321.0,GA,13.642265385686438
276,A3IDAO8T75VO3Z:35GCEFQ6I6IPWPHEFTXDRDJBDB03ZB,Thanks for the opportunity to participate!,41.0,100.0,1.0,1.0,"I was fully engaged. It was difficult to find precision regarding Wilson's specific decisions, but he was reasonably predictable. I liked the task overall, the graphic panels that accompanied the instructions were a really great touch. I found it odd that there was no discussion of a deal as far as a price for using the bag's ""services"".. ","I noticed there was a pattern regarding not only the multiplier, but the initial amount proffered. The entire time, I was trying to figure out and remember that pattern.. I got close most of the time, but couldn't quite figure it out.","Greedy, unethical, dishonest.",100.0,40.0,10.0,40.0,20.0,40.0,30,4.0,1.0,4.0,2.0,4.0,3.0,20.0,5,20.0,10.0,20.0,15,60.0,9.0,35.0,92.0,,100.0,,85.0,7.0,1.0,male,White,35.0,8.0,6.0,322.0,IA,14.005615891580806
277,A3IHVC7RHE7XLK:3U4J9857OF5BFAFLBRK0ICOOQ3L7BK,good survey,63.0,64.0,64.0,65.0,good,it was really good,good,63.0,7.0,4.0,6.0,6.0,3.0,2,4.0,5.0,4.0,3.0,5.0,4.0,1.0,2,5.0,5.0,4.0,5,66.0,57.0,63.0,65.0,,65.0,,66.0,70.0,66.0,male,White,40.0,6.0,52.0,323.0,GR,73.7069525666017
278,A3IW9415ZOO0EX:3WAKVUDHUXAQB9ORBI1VN2GCH4CU76,no,6.0,84.0,22.0,1.0,It was hard to predict his behavior. He wasn't consistent.,It seemed that he gave more when there was a larger investment.,He's greedy and unfair.,100.0,10.0,10.0,20.0,20.0,30.0,30,1.0,1.0,2.0,2.0,3.0,3.0,5.0,5,10.0,10.0,15.0,15,74.0,11.0,49.0,100.0,,100.0,,100.0,1.0,1.0,female,Black,33.0,0.0,100.0,325.0,GA,14.664032767102942
279,A3J0IAI8AJBGKX:30LB5CDZND4TFXIHW6FUPFL47S2Z0H,all good - cheers,23.0,78.0,33.0,34.0,All loaded fine in chrome browser - Task was fun - Had somewhat of a hard time predicting the amounts. Did not find anything odd.,Seems like Wilson kept $1 investments and it looked like in 50% of the$5 investments he did the same. Only on the biggest investments that had a good multiplier did he split 50/50,Greedy,76.0,15.0,10.0,20.0,20.0,25.0,30,1.0,1.0,2.0,2.0,2.0,3.0,5.0,5,10.0,10.0,15.0,15,82.0,54.0,81.0,94.0,7.0,94.0,53.0,84.0,9.0,16.0,,,,1.0,34.0,326.0,IA,8.621669915529566
280,A3J2CI4J5V3MLP:3KMS4QQVK3KPN6YLZNV557KVCOJKFY,,1.0,100.0,1.0,1.0,I was fully engaged in the task.  It was hard to predict Wilson's behavior because it wasn't completely consistent.,"I considered the amount, multiplier, and percent returned.",He's very selfish.,100.0,20.0,10.0,20.0,20.0,20.0,30,2.0,1.0,2.0,2.0,2.0,3.0,10.0,5,10.0,10.0,10.0,15,62.0,1.0,30.0,81.0,,76.0,,68.0,1.0,1.0,male,White,31.0,0.0,97.0,327.0,IA,11.792444073145827
281,A3J55BJGV95JKH:3RJSC4XJ11OV8JYSPI8E0BE9AMB50N,,17.0,61.0,1.0,8.0,"very engaged, had a hard time predicting his behavior, challenging",being fair,little greedy,100.0,20.0,15.0,40.0,20.0,60.0,`30,2.0,2.0,4.0,2.0,6.0,3.0,10.0,7,20.0,10.0,30.0,15,65.0,12.0,86.0,100.0,,100.0,,100.0,1.0,1.0,female,White,44.0,0.0,75.0,328.0,GA,19.04123735264086
282,A3J8Y94SGZ3R0E:3PZDLQMM0UFN3EALJFZ0X5DYY5EC2Q,I enjoyed my participation. Thank you!,14.0,74.0,8.0,3.0,I was completely engaged.,He was very selfish.,He is a bad person.,94.0,15.0,15.0,20.0,20.0,30.0,30,11.0,1.0,2.0,2.0,2.0,2.0,8.0,7,10.0,10.0,15.0,15,3.0,10.0,5.0,90.0,,89.0,,80.0,14.0,13.0,female,White,29.0,3.0,41.0,329.0,MO,12.80794579040193
283,A3JLE2LJ5I17E2:3KKG4CDWKJSV8UI5B98XOU9OCBN948,Cool study,63.0,59.0,58.0,65.0,I was very engaged.,i had none,Good guy,62.0,5.0,4.0,2.0,4.0,6.0,4,2.0,3.0,3.0,2.0,7.0,4.0,3.0,2,4.0,5.0,5.0,3,66.0,57.0,64.0,63.0,,72.0,,62.0,58.0,73.0,male,White,25.0,7.0,4.0,330.0,IA,44.644655620532816
284,A3JTDNRJYVCGQD:3483FV8BEFDYNX1K9OMXB5LO2OM62L,No,5.0,94.0,4.0,3.0,I was very engaged during this task. It was pretty hard to predict what Wilson would give back in the beginning but as time went on I realized that he only gave back between $0-$4 most of the time. I liked trying to predict what he was going to do in each situation.,I tried to remember what amounts Wilson gave back for previous investments and would base my answer off of that,Wilson is greedy and very unfair.,98.0,40.0,10.0,40.0,20.0,40.0,30,4.0,2.0,4.0,4.0,4.0,3.0,20.0,5,20.0,10.0,20.0,15,57.0,8.0,38.0,100.0,,100.0,,100.0,13.0,5.0,female,White,30.0,0.0,72.0,331.0,GR,13.969298245614034
285,A3L0DCUXI7X3A9:32RIADZISTYDD9E4KF8O5PEE3PH4SY,no problems,19.0,96.0,17.0,25.0,"After watching his responses I was able to pick up on his choices pretty quick. Overall, this was a fun task.",I used observation to understand what he would do in different situations.,He is greedy and is out only for himself.,95.0,40.0,10.0,40.0,10.0,40.0,10,4.0,0.0,4.0,0.0,4.0,0.0,20.0,5,20.0,5.0,20.0,5,88.0,41.0,61.0,83.0,,89.0,,66.0,56.0,9.0,male,White,45.0,0.0,52.0,332.0,GR,3.403880070546737
